create_at,flight_number,aircraft_type,departure_airport,arrival_airport,flight_date,departure_time,arrival_time,classes,price
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-10T17:00:00.000Z,08:10,10:20,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-10T17:00:00.000Z,08:10,10:20,Eco,1328600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-10T17:00:00.000Z,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-10T17:00:00.000Z,09:20,11:30,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-10T17:00:00.000Z,09:20,11:30,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-10T17:00:00.000Z,10:25,12:35,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-10T17:00:00.000Z,10:25,12:35,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-10T17:00:00.000Z,10:25,12:35,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,01/10/2025,05:00,07:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,01/10/2025,05:00,07:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,01/10/2025,05:00,07:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,01/10/2025,06:00,08:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,01/10/2025,06:00,08:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,01/10/2025,06:00,08:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,01/10/2025,06:15,08:25,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,01/10/2025,06:15,08:25,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,01/10/2025,06:15,08:25,Eco,1112600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,01/10/2025,07:10,09:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,01/10/2025,07:10,09:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,01/10/2025,07:10,09:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,01/10/2025,07:30,09:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,01/10/2025,07:30,09:40,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,01/10/2025,07:30,09:40,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,01/10/2025,08:10,10:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,01/10/2025,08:10,10:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,01/10/2025,08:10,10:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,01/10/2025,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,01/10/2025,09:20,11:30,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,01/10/2025,09:20,11:30,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,01/10/2025,10:25,12:35,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,01/10/2025,10:25,12:35,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,01/10/2025,10:25,12:35,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,05:00,07:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,05:00,07:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,05:00,07:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,06:00,08:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,06:00,08:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,06:00,08:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,06:15,08:25,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,06:15,08:25,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,06:15,08:25,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1180,,SGN,HAN,2025-10-12T17:00:00.000Z,06:30,08:40,Business,6404600
2025-06-16T15:39:58.130Z,VJ1180,,SGN,HAN,2025-10-12T17:00:00.000Z,06:30,08:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1180,,SGN,HAN,2025-10-12T17:00:00.000Z,06:30,08:40,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1180,,SGN,HAN,2025-10-12T17:00:00.000Z,06:30,08:40,Eco,1112600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,07:10,09:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,07:10,09:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,07:10,09:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,07:30,09:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,07:30,09:40,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,07:30,09:40,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,08:10,10:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,08:10,10:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-12T17:00:00.000Z,08:10,10:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-12T17:00:00.000Z,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-12T17:00:00.000Z,09:20,11:30,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-12T17:00:00.000Z,09:20,11:30,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,05:00,07:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,05:00,07:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,05:00,07:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,06:00,08:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,06:00,08:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,06:00,08:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,06:15,08:25,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,06:15,08:25,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,06:15,08:25,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1180,,SGN,HAN,2025-10-13T17:00:00.000Z,06:30,08:40,Business,6404600
2025-06-16T15:39:58.130Z,VJ1180,,SGN,HAN,2025-10-13T17:00:00.000Z,06:30,08:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1180,,SGN,HAN,2025-10-13T17:00:00.000Z,06:30,08:40,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1180,,SGN,HAN,2025-10-13T17:00:00.000Z,06:30,08:40,Eco,1112600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,07:10,09:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,07:10,09:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,07:10,09:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,07:30,09:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,07:30,09:40,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,07:30,09:40,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,08:10,10:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,08:10,10:20,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-13T17:00:00.000Z,08:10,10:20,Eco,1328600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-13T17:00:00.000Z,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-13T17:00:00.000Z,09:20,11:30,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-13T17:00:00.000Z,09:20,11:30,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,05:00,07:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,05:00,07:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,05:00,07:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,06:00,08:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,06:00,08:10,Deluxe,2138600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,06:00,08:10,Eco,1544600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,06:15,08:25,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,06:15,08:25,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,06:15,08:25,Eco,1112600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,07:10,09:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,07:10,09:20,Deluxe,2570600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,07:10,09:20,Eco,1976600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,07:30,09:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,07:30,09:40,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,07:30,09:40,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,08:10,10:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,08:10,10:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,08:10,10:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-14T17:00:00.000Z,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-14T17:00:00.000Z,09:20,11:30,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-14T17:00:00.000Z,09:20,11:30,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,10:25,12:35,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,10:25,12:35,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-14T17:00:00.000Z,10:25,12:35,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,05:00,07:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,05:00,07:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,05:00,07:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,06:00,08:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,06:00,08:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,06:00,08:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,06:15,08:25,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,06:15,08:25,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,06:15,08:25,Eco,1112600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,07:10,09:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,07:10,09:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,07:10,09:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,07:30,09:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,07:30,09:40,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,07:30,09:40,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,08:10,10:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,08:10,10:20,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,08:10,10:20,Eco,1328600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-15T17:00:00.000Z,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-15T17:00:00.000Z,09:20,11:30,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-15T17:00:00.000Z,09:20,11:30,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,10:25,12:35,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,10:25,12:35,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-15T17:00:00.000Z,10:25,12:35,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,05:00,07:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,05:00,07:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,05:00,07:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,06:00,08:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,06:00,08:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,06:00,08:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,06:15,08:25,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,06:15,08:25,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,06:15,08:25,Eco,1112600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,07:10,09:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,07:10,09:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,07:10,09:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,07:30,09:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,07:30,09:40,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,07:30,09:40,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,08:10,10:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,08:10,10:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,08:10,10:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-16T17:00:00.000Z,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-16T17:00:00.000Z,09:20,11:30,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-16T17:00:00.000Z,09:20,11:30,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,10:25,12:35,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,10:25,12:35,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-16T17:00:00.000Z,10:25,12:35,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,05:00,07:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,05:00,07:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,05:00,07:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,06:00,08:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,06:00,08:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,06:00,08:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,06:15,08:25,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,06:15,08:25,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,06:15,08:25,Eco,1112600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,07:10,09:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,07:10,09:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,07:10,09:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,07:30,09:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,07:30,09:40,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,07:30,09:40,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,08:10,10:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,08:10,10:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,08:10,10:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-17T17:00:00.000Z,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-17T17:00:00.000Z,09:20,11:30,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,2025-10-17T17:00:00.000Z,09:20,11:30,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,10:25,12:35,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,10:25,12:35,Deluxe,2268200
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,2025-10-17T17:00:00.000Z,10:25,12:35,Eco,1674200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,01/10/2025,05:00,07:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,01/10/2025,05:00,07:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1198,Airbus A321,SGN,HAN,01/10/2025,05:00,07:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,01/10/2025,06:00,08:10,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,01/10/2025,06:00,08:10,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ1128,Airbus A321,SGN,HAN,01/10/2025,06:00,08:10,Eco,1112600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,01/10/2025,06:15,08:25,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,01/10/2025,06:15,08:25,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ196,Airbus A321,SGN,HAN,01/10/2025,06:15,08:25,Eco,1112600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,01/10/2025,07:10,09:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,01/10/2025,07:10,09:20,Deluxe,1706600
2025-06-16T15:39:58.130Z,VJ190,Airbus A321,SGN,HAN,01/10/2025,07:10,09:20,Eco,1112600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,01/10/2025,07:30,09:40,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,01/10/2025,07:30,09:40,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ120,Airbus A321,SGN,HAN,01/10/2025,07:30,09:40,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,01/10/2025,08:10,10:20,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,01/10/2025,08:10,10:20,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ1126,Airbus A321,SGN,HAN,01/10/2025,08:10,10:20,Eco,1328600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,01/10/2025,09:20,11:30,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,01/10/2025,09:20,11:30,Deluxe,1922600
2025-06-16T15:39:58.130Z,VJ124,Airbus A320,SGN,HAN,01/10/2025,09:20,11:30,Eco,1328600
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,01/10/2025,10:25,12:35,Skyboss,3834200
2025-06-16T15:39:58.130Z,VJ1130,Airbus A321,SGN,HAN,01/10/2025,10:25,12:35,Deluxe,2268200
