created_at,flight_number,aircraft_type,departure_airport,arrival_airport,flight_date,departure_time,arrival_time,classes,price
2025-07-12T16:59:19.703Z,VN208,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,08:15,10:20,Business Flex (J),2178000
2025-07-12T16:59:25.466Z,VN244,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,09:00,11:05,Business Flex (J),2178000
2025-07-12T16:59:31.276Z,VN246,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,10:00,12:05,Business Flex (J),2178000
2025-07-12T16:59:36.895Z,VN210,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,11:10,13:15,Business Flex (J),2178000
2025-07-12T16:59:41.576Z,VN230,Airbus A321,SGN,HAN,2025-07-13T00:00:00.000Z,12:05,14:10,Business Flex (J),2178000
2025-07-12T16:59:46.857Z,VN248,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,14:00,16:05,Business Flex (J),2178000
2025-07-12T16:59:53.350Z,VN214,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,14:15,16:20,Business Flex (J),2178000
2025-07-12T16:59:59.035Z,VN7244,Airbus A321,SGN,HAN,2025-07-13T00:00:00.000Z,14:15,16:25,Business Flex (J),2178000
2025-07-12T17:00:04.197Z,VN7252,Airbus 350,SGN,HAN,2025-07-13T00:00:00.000Z,14:30,16:35,Business Flex (J),2178000
2025-07-12T17:00:11.061Z,VN250,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,15:00,17:05,Business Flex (J),2178000
2025-07-12T17:00:16.843Z,VN252,Airbus A350-900,SGN,HAN,2025-07-13T00:00:00.000Z,17:05,19:10,Business Flex (J),2178000
2025-07-12T17:00:21.912Z,VN254,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,17:15,19:25,Business Flex (J),2178000
2025-07-12T17:00:27.543Z,VN7232,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,17:20,19:25,Business Flex (J),2178000
2025-07-12T17:00:32.547Z,VN218,Airbus A350-900,SGN,HAN,2025-07-13T00:00:00.000Z,18:00,20:05,Business Flex (J),2178000
2025-07-12T17:00:38.645Z,VN258,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,19:00,21:05,Business Flex (J),2178000
2025-07-12T17:00:44.919Z,VN262,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,19:35,21:40,Business Flex (J),2178000
2025-07-12T17:00:51.352Z,VN220,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,20:00,22:05,Business Flex (J),2178000
2025-07-12T17:00:59.933Z,VN256,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,20:30,22:35,Business Flex (J),2178000
2025-07-12T17:01:06.035Z,VN260,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,21:00,23:05,Business Flex (J),2178000
2025-07-12T17:01:11.641Z,VN7234,Boeing 787,SGN,HAN,2025-07-13T00:00:00.000Z,21:30,23:35,Business Flex (J),2178000
2025-07-12T17:01:17.024Z,VN7220,Airbus A321,SGN,HAN,2025-07-13T00:00:00.000Z,22:10,00:20,Business Flex (J),2178000
2025-07-12T17:01:23.518Z,VN270,Airbus A321,SGN,HAN,2025-07-13T00:00:00.000Z,23:55,02:00,Business Flex (J),2178000
aaaaaa
2025-07-13T14:46:02.701Z,,,,,,,,,2444000
2025-07-13T14:46:07.606Z,VJ196,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,06:15,08:25,Eco (H1_ECO),2566500
2025-07-13T14:46:14.588Z,VJ146,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,15:25,17:35,Eco (H1_ECO),2566500
2025-07-13T14:46:20.937Z,VJ150,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:15,Eco (H1_ECO),2566500
2025-07-13T14:46:26.567Z,VJ1152,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,17:20,19:30,Eco (H1_ECO),2566500
2025-07-13T14:46:31.582Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Economy Lite (Q),2638000
2025-07-13T14:46:36.957Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Economy Lite (Q),2638000
2025-07-13T14:46:42.356Z,VJ120,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,07:30,09:40,Eco (K1_ECO),2782500
2025-07-13T14:46:47.792Z,VJ1126,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,08:10,10:20,Eco (K1_ECO),2782500
2025-07-13T14:46:53.063Z,VJ124,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,09:20,11:30,Eco (K1_ECO),2782500
2025-07-13T14:46:58.371Z,VJ1130,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,10:35,12:40,Eco (K1_ECO),2782500
2025-07-13T14:47:03.428Z,VJ178,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,11:50,14:00,Eco (K1_ECO),2782500
2025-07-13T14:47:08.868Z,VJ198,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,12:30,14:40,Eco (K1_ECO),2782500
2025-07-13T14:47:15.243Z,VJ1172,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,12:50,15:00,Eco (K1_ECO),2782500
2025-07-13T14:47:20.548Z,VJ1148,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,14:05,16:10,Eco (K1_ECO),2782500
2025-07-13T14:47:25.489Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Economy Classic (L),2886000
2025-07-13T14:47:30.632Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Economy Classic (L),2886000
2025-07-13T14:47:36.081Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Economy Classic (K),3113000
2025-07-13T14:47:41.387Z,VN250,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:10,Economy Classic (K),3113000
2025-07-13T14:47:45.962Z,VN7232,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:55,19:00,Economy Classic (K),3113000
2025-07-13T14:47:51.740Z,VN254,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:00,19:10,Economy Classic (K),3113000
2025-07-13T14:47:57.720Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Economy Classic (K),3113000
2025-07-13T14:48:04.004Z,VJ196,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,06:15,08:25,Deluxe (H1_DLX),3160500
2025-07-13T14:48:09.383Z,VJ146,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,15:25,17:35,Deluxe (H1_DLX),3160500
2025-07-13T14:48:14.534Z,VJ150,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:15,Deluxe (H1_DLX),3160500
2025-07-13T14:48:20.002Z,VJ1152,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,17:20,19:30,Deluxe (H1_DLX),3160500
2025-07-13T14:48:26.061Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Economy Classic (H),3340000
2025-07-13T14:48:31.867Z,VN250,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:10,Economy Classic (H),3340000
2025-07-13T14:48:36.337Z,VN7232,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:55,19:00,Economy Classic (H),3340000
2025-07-13T14:48:42.181Z,VN254,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:00,19:10,Economy Classic (H),3340000
2025-07-13T14:48:47.635Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Economy Classic (H),3340000
2025-07-13T14:48:54.227Z,VJ120,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,07:30,09:40,Deluxe (K1_DLX),3376500
2025-07-13T14:49:00.170Z,VJ1126,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,08:10,10:20,Deluxe (K1_DLX),3376500
2025-07-13T14:49:05.806Z,VJ124,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,09:20,11:30,Deluxe (K1_DLX),3376500
2025-07-13T14:49:10.300Z,VJ1130,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,10:35,12:40,Deluxe (K1_DLX),3376500
2025-07-13T14:49:15.311Z,VJ178,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,11:50,14:00,Deluxe (K1_DLX),3376500
2025-07-13T14:49:20.166Z,VJ198,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,12:30,14:40,Deluxe (K1_DLX),3376500
2025-07-13T14:49:25.953Z,VJ1172,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,12:50,15:00,Deluxe (K1_DLX),3376500
2025-07-13T14:49:31.071Z,VJ1148,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,14:05,16:10,Deluxe (K1_DLX),3376500
2025-07-13T14:49:35.747Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Economy Classic (S),3545000
2025-07-13T14:49:39.833Z,VN248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,14:20,16:25,Economy Classic (S),3545000
2025-07-13T14:49:45.190Z,VN250,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:10,Economy Classic (S),3545000
2025-07-13T14:49:50.380Z,VN7232,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:55,19:00,Economy Classic (S),3545000
2025-07-13T14:49:56.289Z,VN254,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:00,19:10,Economy Classic (S),3545000
2025-07-13T14:50:01.682Z,VN7248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:30,19:35,Economy Classic (S),3545000
2025-07-13T14:50:07.848Z,VN220,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,20:20,22:25,Economy Classic (S),3545000
2025-07-13T14:50:13.068Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Economy Classic (S),3545000
2025-07-13T14:50:18.762Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Economy Flex (M),3718000
2025-07-13T14:50:23.498Z,VN248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,14:20,16:25,Economy Flex (M),3718000
2025-07-13T14:50:29.579Z,VN250,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:10,Economy Flex (M),3718000
2025-07-13T14:50:45.416Z,VN7232,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:55,19:00,Economy Flex (M),3718000
2025-07-13T14:50:50.850Z,VN254,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:00,19:10,Economy Flex (M),3718000
2025-07-13T14:50:56.878Z,VN252,Airbus 350,SGN,HAN,2025-07-14T00:00:00.000Z,17:05,19:10,Economy Flex (M),3718000
2025-07-13T14:51:02.472Z,VN7248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:30,19:35,Economy Flex (M),3718000
2025-07-13T14:51:08.247Z,VN220,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,20:20,22:25,Economy Flex (M),3718000
2025-07-13T14:51:14.961Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Economy Flex (M),3718000
2025-07-13T14:51:21.322Z,VJ1198,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,05:00,07:05,Eco (T1_ECO),3733000
2025-07-13T14:51:28.324Z,VJ190,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,07:10,09:20,Eco (T1_ECO),3733000
2025-07-13T14:51:34.268Z,VJ1162,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,17:10,19:15,Eco (T1_ECO),3733000
2025-07-13T14:51:41.634Z,VJ1158,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,19:55,22:05,Eco (T1_ECO),3733000
2025-07-13T14:51:47.491Z,VJ1176,321H,SGN,HAN,2025-07-14T00:00:00.000Z,20:00,22:10,Eco (T1_ECO),3733000
2025-07-13T14:51:53.367Z,VJ1160,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,20:15,22:20,Eco (T1_ECO),3733000
2025-07-13T14:52:00.404Z,VJ174,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,21:20,23:30,Eco (T1_ECO),3733000
2025-07-13T15:00:39.489Z,VN210,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,10:00,12:05,Economy Flex (B),3791000
2025-07-13T15:00:44.445Z,VN248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,14:20,16:25,Economy Flex (B),3791000
2025-07-13T15:00:50.774Z,VN250,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:10,Economy Flex (B),3791000
2025-07-13T15:00:55.998Z,VN216,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:35,18:40,Economy Flex (B),3791000
2025-07-13T15:01:01.837Z,VN7232,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:55,19:00,Economy Flex (B),3791000
2025-07-13T15:01:07.540Z,VN254,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:00,19:10,Economy Flex (B),3791000
2025-07-13T15:01:13.433Z,VN252,Airbus 350,SGN,HAN,2025-07-14T00:00:00.000Z,17:05,19:10,Economy Flex (B),3791000
2025-07-13T15:01:18.968Z,VN7248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:30,19:35,Economy Flex (B),3791000
2025-07-13T15:01:24.561Z,VN218,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,18:00,20:05,Economy Flex (B),3791000
2025-07-13T15:01:30.462Z,VN220,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,20:20,22:25,Economy Flex (B),3791000
2025-07-13T15:01:38.503Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Economy Flex (B),3791000
2025-07-13T15:01:44.233Z,VN148,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:45,22:10,Economy Classic (L),3951000
2025-07-13T15:01:49.864Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Premium Economy Classic (U),4007000
2025-07-13T15:01:55.567Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Business Classic (I),4007000
2025-07-13T15:02:00.921Z,VN214,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,14:00,16:05,Premium Economy Classic (U),4007000
2025-07-13T15:02:06.236Z,VN248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,14:20,16:25,Premium Economy Classic (U),4007000
2025-07-13T15:02:12.043Z,VN212,Airbus 350,SGN,HAN,2025-07-14T00:00:00.000Z,14:20,16:25,Premium Economy Classic (U),4007000
2025-07-13T15:02:17.028Z,VN250,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:10,Premium Economy Classic (U),4007000
2025-07-13T15:02:23.429Z,VN216,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:35,18:40,Premium Economy Classic (U),4007000
2025-07-13T15:02:29.467Z,VN7232,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:55,19:00,Premium Economy Classic (U),4007000
2025-07-13T15:02:35.904Z,VN254,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:00,19:10,Premium Economy Classic (U),4007000
2025-07-13T15:02:42.342Z,VN252,Airbus 350,SGN,HAN,2025-07-14T00:00:00.000Z,17:05,19:10,Premium Economy Classic (U),4007000
2025-07-13T15:02:48.483Z,VN7248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:30,19:35,Premium Economy Classic (U),4007000
2025-07-13T15:02:53.840Z,VN218,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,18:00,20:05,Premium Economy Classic (U),4007000
2025-07-13T15:02:59.633Z,VN220,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,20:20,22:25,Premium Economy Classic (U),4007000
2025-07-13T15:03:04.722Z,VN256,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,20:30,22:35,Premium Economy Classic (U),4007000
2025-07-13T15:03:09.584Z,VN260,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,22:05,00:10,Premium Economy Classic (U),4007000
2025-07-13T15:03:14.960Z,VN260,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,22:05,00:10,Business Classic (I),4007000
2025-07-13T15:03:20.677Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,23:35,01:40,Premium Economy Classic (U),4007000
2025-07-13T15:03:25.713Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,23:35,01:40,Business Classic (I),4007000
2025-07-13T15:03:31.835Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Business Classic (I),4007000
2025-07-13T15:03:37.658Z,VN7112,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Classic (K),4199000
2025-07-13T15:03:43.686Z,VN148,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:45,22:10,Economy Classic (K),4199000
2025-07-13T15:03:48.514Z,VJ1198,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,05:00,07:05,Deluxe (T1_DLX),4327000
2025-07-13T15:04:04.989Z,VJ190,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,07:10,09:20,Deluxe (T1_DLX),4327000
2025-07-13T15:04:11.032Z,VJ1162,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,17:10,19:15,Deluxe (T1_DLX),4327000
2025-07-13T15:04:16.822Z,VJ1158,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,19:55,22:05,Deluxe (T1_DLX),4327000
2025-07-13T15:04:21.861Z,VJ1176,321H,SGN,HAN,2025-07-14T00:00:00.000Z,20:00,22:10,Deluxe (T1_DLX),4327000
2025-07-13T15:04:28.007Z,VJ1160,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,20:15,22:20,Deluxe (T1_DLX),4327000
2025-07-13T15:04:33.851Z,VJ174,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,21:20,23:30,Deluxe (T1_DLX),4327000
2025-07-13T15:04:40.821Z,VJ172,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,22:10,00:20,Deluxe (T1_DLX),4327000
2025-07-13T15:04:46.021Z,VJ1170,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,23:45,01:55,Deluxe (T1_DLX),4327000
2025-07-13T15:04:51.681Z,VN7112,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Classic (H),4437000
2025-07-13T15:04:57.266Z,VN148,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:45,22:10,Economy Classic (H),4437000
2025-07-13T15:05:02.422Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Premium Economy Classic (Z),4547000
2025-07-13T15:05:08.398Z,VN6002,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,04:55,07:05,(Z),4547000
2025-07-13T15:05:14.467Z,VN240,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,07:00,09:05,Premium Economy Classic (Z),4547000
2025-07-13T15:05:20.138Z,VN6014,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,07:00,09:10,(Z),4547000
2025-07-13T15:05:25.605Z,VN214,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,14:00,16:05,Premium Economy Classic (Z),4547000
2025-07-13T15:05:30.664Z,VN248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,14:20,16:25,Premium Economy Classic (Z),4547000
2025-07-13T15:05:36.254Z,VN212,Airbus 350,SGN,HAN,2025-07-14T00:00:00.000Z,14:20,16:25,Premium Economy Classic (Z),4547000
2025-07-13T15:05:41.409Z,VN250,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:10,Premium Economy Classic (Z),4547000
2025-07-13T15:05:45.988Z,VN216,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:35,18:40,Premium Economy Classic (Z),4547000
2025-07-13T15:05:51.105Z,VN7232,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,16:55,19:00,Premium Economy Classic (Z),4547000
2025-07-13T15:05:56.231Z,VN254,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:00,19:10,Premium Economy Classic (Z),4547000
2025-07-13T15:06:02.651Z,VN252,Airbus 350,SGN,HAN,2025-07-14T00:00:00.000Z,17:05,19:10,Premium Economy Classic (Z),4547000
2025-07-13T15:06:07.958Z,VN7248,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,17:30,19:35,Premium Economy Classic (Z),4547000
2025-07-13T15:06:12.706Z,VN218,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,18:00,20:05,Premium Economy Classic (Z),4547000
2025-07-13T15:06:17.692Z,VN220,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,20:20,22:25,Premium Economy Classic (Z),4547000
2025-07-13T15:06:23.423Z,VN256,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,20:30,22:35,Premium Economy Classic (Z),4547000
2025-07-13T15:06:28.890Z,VN260,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,22:05,00:10,Premium Economy Classic (Z),4547000
2025-07-13T15:06:34.124Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,23:35,01:40,Premium Economy Classic (Z),4547000
2025-07-13T15:06:38.980Z,VN7112,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Classic (S),4664000
2025-07-13T15:06:42.839Z,VN7126,Boeing 787,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Classic (S),4664000
2025-07-13T15:06:47.078Z,VN148,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:45,22:10,Economy Classic (S),4664000
2025-07-13T15:06:52.336Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,01:25,03:30,Business Classic (D),4763000
2025-07-13T15:06:58.002Z,VN6002,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,04:55,07:05,(D),4763000
2025-07-13T15:07:03.983Z,VN260,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,22:05,00:10,Business Classic (D),4763000
2025-07-13T15:07:09.052Z,VN270,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,23:35,01:40,Business Classic (D),4763000
2025-07-13T15:07:14.689Z,VN224,Boeing 787,SGN,HAN,2025-07-14T00:00:00.000Z,23:55,02:00,Business Classic (D),4763000
2025-07-13T15:07:19.752Z,VN142,Airbus A320-100/200,SGN,DAD,2025-07-14T00:00:00.000Z,19:00,20:25,Economy Flex (M),4826000
2025-07-13T15:07:24.983Z,VN7112,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Flex (M),4826000
2025-07-13T15:07:30.129Z,VN7126,Boeing 787,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Flex (M),4826000
2025-07-13T15:07:34.628Z,VN7112,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Flex (M),4826000
2025-07-13T15:07:39.630Z,VN7126,Boeing 787,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Flex (M),4826000
2025-07-13T15:07:45.724Z,VN148,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:45,22:10,Economy Flex (M),4826000
2025-07-13T15:07:51.869Z,VN142,Airbus A320-100/200,SGN,DAD,2025-07-14T00:00:00.000Z,19:00,20:25,Economy Flex (B),4929000
2025-07-13T15:07:57.418Z,VN7112,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Flex (B),4929000
2025-07-13T15:08:02.802Z,VN7126,Boeing 787,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Flex (B),4929000
2025-07-13T15:08:07.117Z,VN7112,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Flex (B),4929000
2025-07-13T15:08:11.893Z,VN7126,Boeing 787,SGN,DAD,2025-07-14T00:00:00.000Z,20:00,21:25,Economy Flex (B),4929000
2025-07-13T15:08:18.220Z,VN148,Airbus A321,SGN,DAD,2025-07-14T00:00:00.000Z,20:45,22:10,Economy Flex (B),4929000
2025-07-13T15:08:24.137Z,VJ1198,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,05:00,07:05,SkyBoss (Y_SBoss),5050500
2025-07-13T15:08:30.134Z,VJ196,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,06:15,08:25,SkyBoss (Y_SBoss),5050500
2025-07-13T15:08:46.443Z,VJ190,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,07:10,09:20,SkyBoss (Y_SBoss),5050500
2025-07-13T15:08:51.434Z,VJ120,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,07:30,09:40,SkyBoss (Y_SBoss),5050500
2025-07-13T15:08:59.622Z,VJ1126,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,08:10,10:20,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:05.380Z,VJ124,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,09:20,11:30,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:10.886Z,VJ1130,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,10:35,12:40,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:16.258Z,VJ178,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,11:50,14:00,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:21.678Z,VJ198,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,12:30,14:40,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:29.319Z,VJ1172,Airbus A330,SGN,HAN,2025-07-14T00:00:00.000Z,12:50,15:00,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:34.532Z,VJ1148,Airbus A320-100/200,SGN,HAN,2025-07-14T00:00:00.000Z,14:05,16:10,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:41.237Z,VJ146,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,15:25,17:35,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:47.818Z,VJ150,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,16:05,18:15,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:53.306Z,VJ1162,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,17:10,19:15,SkyBoss (Y_SBoss),5050500
2025-07-13T15:09:58.866Z,VJ1152,Airbus A321,SGN,HAN,2025-07-14T00:00:00.000Z,17:20,19:30,SkyBoss (Y_SBoss),5050500
